from_dev,from_port,from_city,from_level,to_dev,to_port,to_city,to_level,traffic,bandwidth
180,36,呼和浩特,一般节点,2841,519,郑州,网络核心,49615778204,1.00E+11
180,38,呼和浩特,一般节点,2549,1487,沈阳,网络核心,49270219035,1.00E+11
180,42,呼和浩特,一般节点,4360,406,南京,一般节点,50178810628,1.00E+11
180,50,呼和浩特,一般节点,96,460,呼和浩特,一般节点,49427879868,1.00E+11
180,52,呼和浩特,一般节点,3227,449,济南,网络核心,47569937466,1.00E+11
180,84,呼和浩特,一般节点,1756,583,北京,网络核心,51561391217,1.00E+11
180,90,呼和浩特,一般节点,1257,132,上海,网络核心,49446475351,1.00E+11
180,98,呼和浩特,一般节点,1997,190,天津,网络核心,48859748771,1.00E+11
180,188,呼和浩特,一般节点,1536,2274,广州,网络核心,50649912010,1.00E+11
180,192,呼和浩特,一般节点,4360,271,南京,一般节点,51828297117,1.00E+11
180,200,呼和浩特,一般节点,1536,2309,广州,网络核心,49873632464,1.00E+11
180,202,呼和浩特,一般节点,1257,536,上海,网络核心,50231972607,1.00E+11
180,205,呼和浩特,一般节点,2360,341,太原,网络核心,50595793729,1.00E+11
180,210,呼和浩特,一般节点,1756,642,北京,网络核心,49636949412,1.00E+11
180,214,呼和浩特,一般节点,1257,576,上海,网络核心,52204574667,1.00E+11
180,218,呼和浩特,一般节点,4069,1195,宁波,一般节点,50955164303,1.00E+11
180,226,呼和浩特,一般节点,5242,763,西安,网络核心,49270522752,1.00E+11
180,252,呼和浩特,一般节点,1997,724,天津,网络核心,49033191620,1.00E+11
180,254,呼和浩特,一般节点,2360,62,太原,网络核心,50252917820,1.00E+11
180,256,呼和浩特,一般节点,4561,623,成都,网络核心,49917991196,1.00E+11
180,260,呼和浩特,一般节点,1756,788,北京,网络核心,48917626581,1.00E+11
180,264,呼和浩特,一般节点,2360,195,太原,网络核心,47435896137,1.00E+11
180,272,呼和浩特,一般节点,474,472,哈尔滨,一般节点,49398387251,1.00E+11
180,276,呼和浩特,一般节点,1997,462,天津,网络核心,51651922009,1.00E+11
180,485,呼和浩特,一般节点,1756,806,北京,网络核心,49788069692,1.00E+11
474,359,哈尔滨,一般节点,1756,594,北京,网络核心,49659526739,1.00E+11
474,360,哈尔滨,一般节点,3227,530,济南,网络核心,49027966353,1.00E+11
474,416,哈尔滨,一般节点,3227,512,济南,网络核心,49544939922,1.00E+11
474,417,哈尔滨,一般节点,2841,438,郑州,网络核心,50339382092,1.00E+11
474,421,哈尔滨,一般节点,3615,179,长沙,一般节点,50627368083,1.00E+11
474,422,哈尔滨,一般节点,3213,587,重庆,网络核心,50424883915,1.00E+11
474,460,哈尔滨,一般节点,3757,122,福州,一般节点,48394911971,1.00E+11
474,467,哈尔滨,一般节点,5058,70,南宁,一般节点,51745421052,1.00E+11
474,472,哈尔滨,一般节点,3643,902,武汉,网络核心,50470657254,1.00E+11
474,473,哈尔滨,一般节点,474,1374,哈尔滨,一般节点,50592340509,1.00E+11
474,474,哈尔滨,一般节点,3227,701,济南,网络核心,51078772989,1.00E+11
474,475,哈尔滨,一般节点,2473,941,吉林,一般节点,49402590822,1.00E+11
474,614,哈尔滨,一般节点,1536,2226,广州,网络核心,51241236810,1.00E+11
474,670,哈尔滨,一般节点,5058,144,南宁,一般节点,50998204735,1.00E+11
474,671,哈尔滨,一般节点,1756,776,北京,网络核心,51647234796,1.00E+11
474,672,哈尔滨,一般节点,1756,802,北京,网络核心,50199756109,1.00E+11
474,673,哈尔滨,一般节点,1997,464,天津,网络核心,49632718644,1.00E+11
474,677,哈尔滨,一般节点,474,672,哈尔滨,一般节点,50850714694,1.00E+11
474,678,哈尔滨,一般节点,96,124,呼和浩特,一般节点,49289354051,1.00E+11
474,682,哈尔滨,一般节点,1997,85,天津,网络核心,50053473543,1.00E+11
474,683,哈尔滨,一般节点,2473,762,吉林,一般节点,50437152432,1.00E+11
474,1227,哈尔滨,一般节点,2549,839,沈阳,网络核心,51028242209,1.00E+11
474,1228,哈尔滨,一般节点,96,134,呼和浩特,一般节点,51278220999,1.00E+11
474,1238,哈尔滨,一般节点,1997,122,天津,网络核心,49693039378,1.00E+11
474,1246,哈尔滨,一般节点,1756,245,北京,网络核心,0,1.00E+11
474,1259,哈尔滨,一般节点,2549,835,沈阳,网络核心,49504676343,1.00E+11
474,1269,哈尔滨,一般节点,96,152,呼和浩特,一般节点,50191686376,1.00E+11
474,1272,哈尔滨,一般节点,96,391,呼和浩特,一般节点,48661563047,1.00E+11
474,1291,哈尔滨,一般节点,1756,1018,北京,网络核心,50733378641,1.00E+11
474,1311,哈尔滨,一般节点,1997,213,天津,网络核心,50081963602,1.00E+11
474,1374,哈尔滨,一般节点,591,23,绥化,一般节点,49461593438,1.00E+11
474,1389,哈尔滨,一般节点,235,106,北京,网络核心,50173065722,1.00E+11
474,1399,哈尔滨,一般节点,180,252,呼和浩特,一般节点,49271182579,1.00E+11
474,1409,哈尔滨,一般节点,235,100,北京,网络核心,50374712788,1.00E+11
474,1410,哈尔滨,一般节点,36036,54,长春,一般节点,49488245045,1.00E+11
474,1470,哈尔滨,一般节点,36422,258,天津,网络核心,48537553234,1.00E+11
474,1473,哈尔滨,一般节点,36422,394,天津,网络核心,48378712039,1.00E+11
591,11,绥化,一般节点,235,112,北京,网络核心,50766117914,1.00E+11
591,13,绥化,一般节点,180,264,呼和浩特,一般节点,51673456087,1.00E+11
591,15,绥化,一般节点,2701,181,大连,网络核心,50469487601,1.00E+11
591,17,绥化,一般节点,180,20,呼和浩特,一般节点,49921741386,1.00E+11
591,19,绥化,一般节点,235,1506,北京,网络核心,50171685281,1.00E+11
591,23,绥化,一般节点,2701,71,大连,网络核心,50009822342,1.00E+11
591,27,绥化,一般节点,36422,124,天津,网络核心,49718002453,1.00E+11
591,29,绥化,一般节点,235,1649,北京,网络核心,49268934149,1.00E+11
591,56,绥化,一般节点,36422,230,天津,网络核心,47741796615,1.00E+11
591,60,绥化,一般节点,180,52,呼和浩特,一般节点,50126205393,1.00E+11
591,64,绥化,一般节点,1257,560,上海,网络核心,50045645266,1.00E+11
591,96,绥化,一般节点,2549,852,沈阳,网络核心,50439006047,1.00E+11
591,98,绥化,一般节点,3227,781,济南,网络核心,50666845945,1.00E+11
591,100,绥化,一般节点,235,112,北京,网络核心,51157112955,1.00E+11
591,502,绥化,一般节点,180,264,呼和浩特,一般节点,50790049953,1.00E+11
591,526,绥化,一般节点,2701,181,大连,网络核心,48492868383,1.00E+11
591,558,绥化,一般节点,180,20,呼和浩特,一般节点,48364223310,1.00E+11
591,560,绥化,一般节点,235,1506,北京,网络核心,48754882922,1.00E+11
591,582,绥化,一般节点,2701,71,大连,网络核心,49584780636,1.00E+11
591,586,绥化,一般节点,36422,124,天津,网络核心,50282882315,1.00E+11
591,638,绥化,一般节点,235,1649,北京,网络核心,50512261162,1.00E+11
591,1028,绥化,一般节点,36422,230,天津,网络核心,50678848280,1.00E+11
591,1080,绥化,一般节点,180,52,呼和浩特,一般节点,49419561900,1.00E+11
591,1082,绥化,一般节点,1257,560,上海,网络核心,49355162407,1.00E+11
591,1104,绥化,一般节点,2549,852,沈阳,网络核心,49411244329,1.00E+11
591,1106,绥化,一般节点,3227,781,济南,网络核心,48568999606,1.00E+11
591,1112,绥化,一般节点,2360,236,太原,网络核心,50670449325,1.00E+11
591,1250,绥化,一般节点,3227,468,济南,网络核心,50478302588,1.00E+11
591,1258,绥化,一般节点,2473,769,吉林,一般节点,49855631239,1.00E+11
591,1266,绥化,一般节点,2050,505,石家庄,网络核心,51285397493,1.00E+11
591,1274,绥化,一般节点,1997,250,天津,网络核心,50278361522,1.00E+11
591,1284,绥化,一般节点,2841,237,郑州,网络核心,49402368215,1.00E+11
591,1286,绥化,一般节点,47,243,通辽,一般节点,50053279322,1.00E+11
591,1290,绥化,一般节点,1756,1027,北京,网络核心,50090927530,1.00E+11
591,1300,绥化,一般节点,47,252,通辽,一般节点,50817586398,1.00E+11
787,51,玉溪,一般节点,2549,836,沈阳,网络核心,50594027588,1.00E+11
787,52,玉溪,一般节点,2360,215,太原,网络核心,49322809158,1.00E+11
787,54,玉溪,一般节点,474,422,哈尔滨,一般节点,50571503467,1.00E+11
787,60,玉溪,一般节点,47,314,通辽,一般节点,49484495071,1.00E+11
787,61,玉溪,一般节点,235,100,北京,网络核心,49408483245,1.00E+11
787,63,玉溪,一般节点,36036,54,长春,一般节点,49557001334,1.00E+11
787,307,玉溪,一般节点,36422,258,天津,网络核心,51727332383,1.00E+11
787,316,玉溪,一般节点,36422,394,天津,网络核心,50880826227,1.00E+11
787,317,玉溪,一般节点,235,112,北京,网络核心,48443015075,1.00E+11
787,324,玉溪,一般节点,180,264,呼和浩特,一般节点,49843503409,1.00E+11
787,325,玉溪,一般节点,2701,181,大连,网络核心,49891276242,1.00E+11
787,326,玉溪,一般节点,180,20,呼和浩特,一般节点,51285240797,1.00E+11
787,359,玉溪,一般节点,235,1506,北京,网络核心,51542253485,1.00E+11
787,360,玉溪,一般节点,2701,71,大连,网络核心,50222195150,1.00E+11
787,418,玉溪,一般节点,36422,124,天津,网络核心,50721158025,1.00E+11
1997,38,天津,网络核心,235,1649,北京,网络核心,48954423734,1.00E+11
1997,39,天津,网络核心,36422,230,天津,网络核心,50834759681,1.00E+11
1997,40,天津,网络核心,2050,505,石家庄,网络核心,50493596513,1.00E+11
1997,41,天津,网络核心,1997,250,天津,网络核心,50187762448,1.00E+11
1997,42,天津,网络核心,2841,237,郑州,网络核心,51025231549,1.00E+11
1997,43,天津,网络核心,47,243,通辽,一般节点,48046939814,1.00E+11
1997,44,天津,网络核心,1756,1027,北京,网络核心,49937309825,1.00E+11
1997,84,天津,网络核心,47,252,通辽,一般节点,50746581890,1.00E+11
1997,85,天津,网络核心,2549,836,沈阳,网络核心,50868628297,1.00E+11
1997,86,天津,网络核心,2360,215,太原,网络核心,50857929453,1.00E+11
1997,87,天津,网络核心,474,422,哈尔滨,一般节点,49127032109,1.00E+11
1997,88,天津,网络核心,47,314,通辽,一般节点,51109843962,1.00E+11
1997,89,天津,网络核心,1536,681,广州,网络核心,0,1.00E+11
1997,90,天津,网络核心,3227,103,济南,网络核心,50171805355,1.00E+11
1997,91,天津,网络核心,2050,443,石家庄,网络核心,49539949287,1.00E+11
1997,97,天津,网络核心,2841,545,郑州,网络核心,49571544081,1.00E+11
2050,329,石家庄,网络核心,2360,266,太原,网络核心,49218339102,1.00E+11
2050,330,石家庄,网络核心,1756,1029,北京,网络核心,50441063718,1.00E+11
2050,331,石家庄,网络核心,1257,138,上海,网络核心,50165375644,1.00E+11
2050,332,石家庄,网络核心,1756,1187,北京,网络核心,49350297694,1.00E+11
2050,333,石家庄,网络核心,5242,783,西安,网络核心,50306359697,1.00E+11
2050,334,石家庄,网络核心,47,417,通辽,一般节点,51032621274,1.00E+11
2050,335,石家庄,网络核心,1756,1117,北京,网络核心,52578048362,1.00E+11
2050,336,石家庄,网络核心,4069,1196,宁波,一般节点,50446811211,1.00E+11
2050,349,石家庄,网络核心,1997,729,天津,网络核心,48554954576,1.00E+11
2050,350,石家庄,网络核心,2994,270,洛阳,网络核心,49607510439,1.00E+11
2050,351,石家庄,网络核心,1536,26,鄂尔多斯,网络核心,50018533089,1.00E+11
2050,352,石家庄,网络核心,63,224,通辽,一般节点,50933114984,1.00E+11
47,71,通辽,一般节点,36272,133,太原,网络核心,50529263033,1.00E+11
47,74,通辽,一般节点,1385,133,广州,网络核心,49136084036,1.00E+11
47,240,通辽,一般节点,235,1661,北京,网络核心,49873119534,1.00E+11
47,241,通辽,一般节点,3443,503,青岛,网络核心,49653211362,1.00E+11
47,242,通辽,一般节点,2194,406,唐山,网络核心,47826329156,1.00E+11
47,243,通辽,一般节点,1385,2778,广州,网络核心,50075073640,1.00E+11
47,249,通辽,一般节点,36539,1140,杭州,一般节点,50888438116,1.00E+11
47,250,通辽,一般节点,4515,652,西安,网络核心,49014089485,1.00E+11
47,251,通辽,一般节点,63,286,通辽,一般节点,49254299513,1.00E+11
47,252,通辽,一般节点,1536,86,鄂尔多斯,网络核心,50478868327,1.00E+11
47,258,通辽,一般节点,235,1958,北京,网络核心,48574009525,1.00E+11
47,259,通辽,一般节点,1129,910,上海,网络核心,49611318298,1.00E+11
47,260,通辽,一般节点,36422,350,天津,网络核心,49613775497,1.00E+11
47,314,通辽,一般节点,591,586,绥化,一般节点,50043006782,1.00E+11
47,417,通辽,一般节点,2701,300,大连,网络核心,49964894755,1.00E+11
47,425,通辽,一般节点,36272,247,太原,网络核心,49644611631,1.00E+11
47,427,通辽,一般节点,1536,47,鄂尔多斯,网络核心,49881985069,1.00E+11
1997,251,天津,网络核心,2194,450,唐山,网络核心,49374150091,1.00E+11
1997,461,天津,网络核心,2701,135,大连,网络核心,49151037389,1.00E+11
1997,462,天津,网络核心,3443,650,青岛,网络核心,48859751366,1.00E+11
1997,463,天津,网络核心,36036,20,长春,一般节点,48998486472,1.00E+11
1997,464,天津,网络核心,63,12,通辽,一般节点,50313965379,1.00E+11
1997,465,天津,网络核心,235,1663,北京,网络核心,50230065546,1.00E+11
1997,466,天津,网络核心,1129,171,上海,网络核心,49037271606,1.00E+11
1997,467,天津,网络核心,2994,486,洛阳,网络核心,49611129431,1.00E+11
1997,468,天津,网络核心,63,70,通辽,一般节点,51357369495,1.00E+11
1997,724,天津,网络核心,3443,316,青岛,网络核心,51151914645,1.00E+11
1997,726,天津,网络核心,36272,235,太原,网络核心,49715195160,1.00E+11
1997,727,天津,网络核心,36422,102,天津,网络核心,49829800462,1.00E+11
1997,728,天津,网络核心,2050,502,石家庄,网络核心,49873002510,1.00E+11
1997,729,天津,网络核心,2473,946,吉林,一般节点,50249207394,1.00E+11
2050,269,石家庄,网络核心,1257,178,上海,网络核心,49019982713,1.00E+11
2050,270,石家庄,网络核心,1997,41,天津,网络核心,49763780934,1.00E+11
2050,271,石家庄,网络核心,2549,1070,沈阳,网络核心,0,1.00E+11
2050,272,石家庄,网络核心,96,141,呼和浩特,一般节点,50575789806,1.00E+11
2050,273,石家庄,网络核心,3227,344,济南,网络核心,0,1.00E+11
2050,275,石家庄,网络核心,1257,174,上海,网络核心,48455252647,1.00E+11
2050,276,石家庄,网络核心,2050,312,石家庄,网络核心,49882176907,1.00E+11
2050,289,石家庄,网络核心,2549,808,沈阳,网络核心,0,1.00E+11
2050,290,石家庄,网络核心,2360,213,太原,网络核心,50694381048,1.00E+11
2050,291,石家庄,网络核心,2473,803,吉林,一般节点,0,1.00E+11
2050,292,石家庄,网络核心,3227,724,济南,网络核心,50540697922,1.00E+11
2050,293,石家庄,网络核心,2841,483,郑州,网络核心,50700881355,1.00E+11
2050,294,石家庄,网络核心,2549,919,沈阳,网络核心,49445069067,1.00E+11
2050,295,石家庄,网络核心,47,242,通辽,一般节点,49952771750,1.00E+11
47,249,通辽,一般节点,2473,799,吉林,一般节点,49803820036,1.00E+11
47,250,通辽,一般节点,3227,195,济南,网络核心,48844966451,1.00E+11
47,251,通辽,一般节点,1997,124,天津,网络核心,51158383342,1.00E+11
47,252,通辽,一般节点,1536,585,广州,网络核心,52135271000,1.00E+11
47,258,通辽,一般节点,1997,84,天津,网络核心,50060087433,1.00E+11
47,259,通辽,一般节点,2841,341,郑州,网络核心,51012708275,1.00E+11
47,260,通辽,一般节点,1997,468,天津,网络核心,49794570873,1.00E+11
47,314,通辽,一般节点,1756,1008,北京,网络核心,49136293957,1.00E+11
47,417,通辽,一般节点,3227,705,济南,网络核心,49998156282,1.00E+11
47,425,通辽,一般节点,3227,787,济南,网络核心,49862690338,1.00E+11
47,427,通辽,一般节点,2549,1430,沈阳,网络核心,50264080533,1.00E+11
63,6,通辽,一般节点,2473,1043,吉林,一般节点,48954016072,1.00E+11
63,10,通辽,一般节点,4360,472,南京,一般节点,49716409605,1.00E+11
63,12,通辽,一般节点,2549,1570,沈阳,网络核心,50729523051,1.00E+11
63,54,通辽,一般节点,2050,336,石家庄,网络核心,51911829933,1.00E+11
63,58,通辽,一般节点,1756,1127,北京,网络核心,51132553467,1.00E+11
63,60,通辽,一般节点,4360,468,南京,一般节点,47970715088,1.00E+11
63,62,通辽,一般节点,1756,1067,北京,网络核心,49632977575,1.00E+11
63,66,通辽,一般节点,4069,1205,宁波,一般节点,48141568100,1.00E+11
63,70,通辽,一般节点,2473,1460,吉林,一般节点,49551919218,1.00E+11
63,74,通辽,一般节点,2549,1461,沈阳,网络核心,49909937131,1.00E+11
63,224,通辽,一般节点,2994,488,洛阳,网络核心,50811142728,1.00E+11
63,228,通辽,一般节点,36422,324,天津,网络核心,49858619385,1.00E+11
63,230,通辽,一般节点,1385,1490,广州,网络核心,50530328860,1.00E+11
63,232,通辽,一般节点,3443,186,青岛,网络核心,50311811210,1.00E+11
63,278,通辽,一般节点,36036,18,长春,一般节点,50478302302,1.00E+11
63,282,通辽,一般节点,63,6,通辽,一般节点,49489299594,1.00E+11
63,286,通辽,一般节点,3443,117,青岛,网络核心,50247988397,1.00E+11
96,99,呼和浩特,一般节点,2701,227,大连,网络核心,49166600948,1.00E+11
96,102,呼和浩特,一般节点,36036,52,长春,一般节点,49483965391,1.00E+11
96,105,呼和浩特,一般节点,36422,446,天津,网络核心,51034130435,1.00E+11
96,108,呼和浩特,一般节点,36272,105,太原,网络核心,49739592973,1.00E+11
96,111,呼和浩特,一般节点,3443,101,青岛,网络核心,51065224623,1.00E+11
96,114,呼和浩特,一般节点,2701,195,大连,网络核心,51329552752,1.00E+11
96,117,呼和浩特,一般节点,2194,506,唐山,网络核心,49468205759,1.00E+11
36422,350,天津,网络核心,1129,546,上海,网络核心,49596517854,1.00E+11
591,586,绥化,一般节点,1129,514,上海,网络核心,49995510331,1.00E+11
2701,300,大连,网络核心,36036,499,长春,一般节点,50207589348,1.00E+11
36272,247,太原,网络核心,36422,346,天津,网络核心,49072318317,1.00E+11
1536,47,鄂尔多斯,网络核心,2701,619,大连,网络核心,51023924712,1.00E+11
2194,450,唐山,网络核心,180,192,呼和浩特,一般节点,49004460790,1.00E+11
2701,135,大连,网络核心,2194,264,唐山,网络核心,49363764010,1.00E+11
3443,650,青岛,网络核心,36422,268,天津,网络核心,0,1.00E+11
36036,20,长春,一般节点,235,1621,北京,网络核心,50173217899,1.00E+11
63,12,通辽,一般节点,2994,430,洛阳,网络核心,49165115912,1.00E+11
235,1663,北京,网络核心,2701,47,大连,网络核心,0,1.00E+11
1129,171,上海,网络核心,36036,939,长春,一般节点,50382369668,1.00E+11
2994,486,洛阳,网络核心,2701,93,大连,网络核心,0,1.00E+11
63,70,通辽,一般节点,235,1749,北京,网络核心,50871621460,1.00E+11
3443,316,青岛,网络核心,4448,127,无锡,一般节点,50949262807,1.00E+11
36272,235,太原,网络核心,235,1950,北京,网络核心,50048616744,1.00E+11
36422,102,天津,网络核心,1129,203,上海,网络核心,50708660500,1.00E+11
2050,502,石家庄,网络核心,3443,1104,青岛,网络核心,49543410515,1.00E+11
2473,946,吉林,一般节点,36539,1146,杭州,一般节点,50631070410,1.00E+11
1257,178,上海,网络核心,2194,180,唐山,网络核心,49865079269,1.00E+11
1997,41,天津,网络核心,3443,1022,青岛,网络核心,50186242449,1.00E+11
2549,1070,沈阳,网络核心,4561,1033,成都,网络核心,51036745981,1.00E+11
96,141,呼和浩特,一般节点,3213,246,重庆,网络核心,47941844052,1.00E+11
3227,344,济南,网络核心,4953,725,贵阳,一般节点,50925677715,1.00E+11
1257,174,上海,网络核心,4561,1025,成都,网络核心,51412300060,1.00E+11
2050,312,石家庄,网络核心,3213,562,重庆,网络核心,50368659334,1.00E+11
2549,808,沈阳,网络核心,1536,1882,广州,网络核心,48871994301,1.00E+11
2360,213,太原,网络核心,1756,1008,北京,网络核心,52495696781,1.00E+11
2473,803,吉林,一般节点,3227,705,济南,网络核心,49383348895,1.00E+11
3227,724,济南,网络核心,3227,787,济南,网络核心,49167951642,1.00E+11
1756,585,北京,网络核心,2549,1430,沈阳,网络核心,48879779398,1.00E+11
1756,776,北京,网络核心,2473,1043,吉林,一般节点,50054590406,1.00E+11
1756,802,北京,网络核心,4360,472,南京,一般节点,49248276218,1.00E+11
1997,464,天津,网络核心,2549,1570,沈阳,网络核心,49717907955,1.00E+11
474,672,哈尔滨,一般节点,2050,336,石家庄,网络核心,51340689424,1.00E+11
96,124,呼和浩特,一般节点,1756,1127,北京,网络核心,48884918110,1.00E+11
1997,85,天津,网络核心,4360,468,南京,一般节点,49372584048,1.00E+11
2473,762,吉林,一般节点,1756,1067,北京,网络核心,49937659339,1.00E+11
2549,839,沈阳,网络核心,4069,1205,宁波,一般节点,50492704884,1.00E+11
96,134,呼和浩特,一般节点,2473,1460,吉林,一般节点,49201392181,1.00E+11
1997,122,天津,网络核心,2549,1461,沈阳,网络核心,51268303343,1.00E+11
1756,245,北京,网络核心,2994,488,洛阳,网络核心,50430382603,1.00E+11
2549,835,沈阳,网络核心,36422,324,天津,网络核心,50193306638,1.00E+11
96,152,呼和浩特,一般节点,1385,1490,广州,网络核心,50846379751,1.00E+11
96,391,呼和浩特,一般节点,3443,186,青岛,网络核心,48978587445,1.00E+11
1756,1018,北京,网络核心,36036,18,长春,一般节点,48525169944,1.00E+11
1997,213,天津,网络核心,63,6,通辽,一般节点,49553239057,1.00E+11
591,23,绥化,一般节点,3443,117,青岛,网络核心,50873359555,1.00E+11
235,106,北京,网络核心,2701,227,大连,网络核心,50359548190,1.00E+11
180,252,呼和浩特,一般节点,36036,52,长春,一般节点,49966571450,1.00E+11
235,100,北京,网络核心,36422,446,天津,网络核心,49896975089,1.00E+11
36036,54,长春,一般节点,36272,105,太原,网络核心,50464551947,1.00E+11
36422,258,天津,网络核心,3443,101,青岛,网络核心,52132968334,1.00E+11
36422,394,天津,网络核心,2701,195,大连,网络核心,50198306672,1.00E+11
235,112,北京,网络核心,2194,506,唐山,网络核心,48697105381,1.00E+11
180,264,呼和浩特,一般节点,1129,546,上海,网络核心,50207994896,1.00E+11
2701,181,大连,网络核心,1129,514,上海,网络核心,0,1.00E+11
180,20,呼和浩特,一般节点,36036,499,长春,一般节点,49636788433,1.00E+11
235,1506,北京,网络核心,36422,346,天津,网络核心,48856551065,1.00E+11
2701,71,大连,网络核心,2701,619,大连,网络核心,49082061217,1.00E+11
36422,124,天津,网络核心,180,192,呼和浩特,一般节点,50043045797,1.00E+11
235,1649,北京,网络核心,2194,264,唐山,网络核心,49941379445,1.00E+11
36422,230,天津,网络核心,36422,268,天津,网络核心,0,1.00E+11
180,52,呼和浩特,一般节点,235,1621,北京,网络核心,49227038603,1.00E+11
1257,560,上海,网络核心,2994,430,洛阳,网络核心,49140594560,1.00E+11
2549,852,沈阳,网络核心,2701,47,大连,网络核心,0,1.00E+11
3227,781,济南,网络核心,1756,585,北京,网络核心,51075775125,1.00E+11
2360,236,太原,网络核心,1756,776,北京,网络核心,51967258220,1.00E+11
3227,468,济南,网络核心,1756,802,北京,网络核心,49858162362,1.00E+11
2473,769,吉林,一般节点,1997,464,天津,网络核心,49319842054,1.00E+11
2050,505,石家庄,网络核心,474,672,哈尔滨,一般节点,50016317096,1.00E+11
1997,250,天津,网络核心,96,124,呼和浩特,一般节点,49849752146,1.00E+11
2841,237,郑州,网络核心,1997,85,天津,网络核心,50411816571,1.00E+11
47,243,通辽,一般节点,2473,762,吉林,一般节点,50544463355,1.00E+11
1756,1027,北京,网络核心,2549,839,沈阳,网络核心,51085646715,1.00E+11
47,252,通辽,一般节点,96,134,呼和浩特,一般节点,48030989242,1.00E+11
2549,836,沈阳,网络核心,1997,122,天津,网络核心,48763244732,1.00E+11
2360,215,太原,网络核心,1756,245,北京,网络核心,51381964618,1.00E+11
474,422,哈尔滨,一般节点,2549,835,沈阳,网络核心,50003053222,1.00E+11
47,314,通辽,一般节点,96,152,呼和浩特,一般节点,51384841448,1.00E+11
1536,681,广州,网络核心,96,391,呼和浩特,一般节点,50213764547,1.00E+11
3227,103,济南,网络核心,1756,1018,北京,网络核心,50421353434,1.00E+11
2050,443,石家庄,网络核心,1997,213,天津,网络核心,49738555872,1.00E+11
2841,545,郑州,网络核心,591,23,绥化,一般节点,49780271758,1.00E+11
2360,266,太原,网络核心,235,106,北京,网络核心,49907455059,1.00E+11
1756,1029,北京,网络核心,180,252,呼和浩特,一般节点,49962829154,1.00E+11
1257,138,上海,网络核心,235,100,北京,网络核心,50557930670,1.00E+11
1756,1187,北京,网络核心,36036,54,长春,一般节点,50001103477,1.00E+11
5242,783,西安,网络核心,36422,258,天津,网络核心,49346587883,1.00E+11
47,417,通辽,一般节点,36422,394,天津,网络核心,50110808318,1.00E+11
1756,1117,北京,网络核心,235,112,北京,网络核心,50650816777,1.00E+11
4069,1196,宁波,一般节点,180,264,呼和浩特,一般节点,49766912004,1.00E+11
1997,729,天津,网络核心,2701,181,大连,网络核心,48866629218,1.00E+11
2994,270,洛阳,网络核心,180,20,呼和浩特,一般节点,51619173067,1.00E+11
1536,26,鄂尔多斯,网络核心,235,1506,北京,网络核心,48835243322,1.00E+11
63,224,通辽,一般节点,2701,71,大连,网络核心,50555895575,1.00E+11
36272,133,太原,网络核心,36422,124,天津,网络核心,49839881666,1.00E+11
1385,133,广州,网络核心,235,1649,北京,网络核心,49943843692,1.00E+11
235,1661,北京,网络核心,36422,230,天津,网络核心,51837846060,1.00E+11
3443,503,青岛,网络核心,180,52,呼和浩特,一般节点,50233617215,1.00E+11
2194,406,唐山,网络核心,1257,560,上海,网络核心,50287027400,1.00E+11
1385,2778,广州,网络核心,2549,852,沈阳,网络核心,49095842125,1.00E+11
36539,1140,杭州,一般节点,3227,781,济南,网络核心,49721314562,1.00E+11
4515,652,西安,网络核心,2360,236,太原,网络核心,50341659695,1.00E+11
63,286,通辽,一般节点,3227,468,济南,网络核心,50318390185,1.00E+11
1536,86,鄂尔多斯,网络核心,2473,769,吉林,一般节点,50508468659,1.00E+11
235,1958,北京,网络核心,2050,505,石家庄,网络核心,51576542757,1.00E+11
1129,910,上海,网络核心,1997,250,天津,网络核心,49497929566,1.00E+11
36422,350,天津,网络核心,2841,237,郑州,网络核心,49751190814,1.00E+11
591,586,绥化,一般节点,47,243,通辽,一般节点,50565152517,1.00E+11
2701,300,大连,网络核心,1756,1027,北京,网络核心,49905971846,1.00E+11
36272,247,太原,网络核心,47,252,通辽,一般节点,49398525540,1.00E+11
1536,47,鄂尔多斯,网络核心,2549,836,沈阳,网络核心,49589353041,1.00E+11
2194,450,唐山,网络核心,2360,215,太原,网络核心,49388244037,1.00E+11
2701,135,大连,网络核心,474,422,哈尔滨,一般节点,49790057588,1.00E+11
3443,650,青岛,网络核心,47,314,通辽,一般节点,49608760367,1.00E+11
36036,20,长春,一般节点,1536,681,广州,网络核心,49317137743,1.00E+11
63,12,通辽,一般节点,3227,103,济南,网络核心,52079990489,1.00E+11
235,1663,北京,网络核心,2050,443,石家庄,网络核心,50964875256,1.00E+11
1129,171,上海,网络核心,2841,545,郑州,网络核心,49470716628,1.00E+11
2994,486,洛阳,网络核心,2360,266,太原,网络核心,50497746759,1.00E+11
63,70,通辽,一般节点,1756,1029,北京,网络核心,50424129643,1.00E+11
3443,316,青岛,网络核心,1257,138,上海,网络核心,49922538561,1.00E+11
36272,235,太原,网络核心,1756,1187,北京,网络核心,49964131285,1.00E+11
36422,102,天津,网络核心,5242,783,西安,网络核心,49267445609,1.00E+11
2050,502,石家庄,网络核心,47,417,通辽,一般节点,48814414816,1.00E+11
2473,946,吉林,一般节点,1756,1117,北京,网络核心,48978564669,1.00E+11
1257,178,上海,网络核心,4069,1196,宁波,一般节点,49304895361,1.00E+11
1997,41,天津,网络核心,1997,729,天津,网络核心,50475702965,1.00E+11
